,GB_index,Sigma,Misorientation_Index,L11,L12,L13,R11,R12,R13,L21,L22,L23,R21,R22,R23,L31,L32,L33,R31,R32,R33,t1,t2,t3,cos,disorientation,h1,k1,l1,h2,k2,l2,ytilt,ztilt,DSC11,DSC12,DSC13,DSC21,DSC22,DSC23,DSC31,DSC32,DSC33,CSL11,CSL12,CSL13,CSL21,CSL22,CSL23,CSL31,CSL32,type
69,70,39.0,17.0,4,3,1,4.0,3,-1.0,2,-2,-2,2.0,-2,2.0,-2,5,-7,2.0,-5,-7.0,1,1,1.0,0.846153846154,32.2042,4.0,3.0,1.0,4.0,3.0,1.0,1.0,0.0,0.025641025641,0.435897435897,-2.41025641026,0.564102564103,-1.41025641026,9.97435897436,-0.974358974359,2.4358974359,-17.4102564103,10,4,0,49,-25,-4,13,-4,tilt
70,71,3.0,2.0,4,3,1,4.0,3,-1.0,2,-2,-2,-2.0,2,-2.0,-2,5,-7,-2.0,5,7.0,1,1,0.0,0.333333333333,70.5288,4.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,-1.0,1.0,-0.333333333333,0.333333333333,1.33333333333,-0.333333333333,0.333333333333,-0.666666666667,-1,-1,0,0,1,-1,1,-4,mixed
71,72,39.0,17.0,2,2,2,2.0,2,2.0,4,-3,-1,4.0,-1,-3.0,2,5,-7,-2.0,7,-5.0,1,1,1.0,0.846153846154,32.2042,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,-1.25641025641,-0.641025641026,-0.102564102564,0.487179487179,-0.282051282051,-0.205128205128,-1.15384615385,0.615384615385,0.538461538462,-2,-2,-2,25,4,49,11,3,twist
72,73,13.0,18.0,2,2,2,2.0,2,2.0,4,-3,-1,-4.0,1,3.0,2,5,-7,2.0,-7,5.0,1,1,1.0,0.884615384615,27.7958,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0769230769231,0.692307692308,1.23076923077,-0.846153846154,0.384615384615,0.461538461538,1.15384615385,-0.615384615385,-0.538461538462,2,2,2,-9,-16,-1,-5,-11,twist
73,74,41.0,19.0,9,1,0,9.0,1,0.0,0,0,2,0.0,0,-2.0,1,-9,0,-1.0,9,0.0,1,0,0.0,0.975609756098,12.6804,9.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.219512195122,-0.975609756098,-1.0,-0.19512195122,1.75609756098,2.0,1.0,-9.0,-10.0,9,1,0,40,9,-41,40,9,tilt
74,75,41.0,19.0,2,0,0,2.0,0,0.0,0,9,1,0.0,9,-1.0,0,-1,9,0.0,1,9.0,1,0,0.0,0.975609756098,12.6804,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.975609756098,0.219512195122,0.0,0.951219512195,-0.560975609756,0.0,-1.19512195122,0.756097560976,2,0,0,41,-9,40,33,-8,twist
75,76,21.0,20.0,8,4,2,8.0,4,2.0,1,-1,-2,-1.0,1,2.0,-1,3,-2,1.0,-3,2.0,2,1,0.0,0.52380952381,58.4119,8.0,4.0,2.0,8.0,4.0,2.0,0.0,0.0,1.38095238095,-1.80952380952,-0.904761904762,-6.52380952381,10.2380952381,5.61904761905,7.0,-11.0,-6.0,8,4,2,19,20,-11,15,17,tilt
76,77,7.0,8.0,8,4,2,8.0,4,-2.0,1,-1,-2,1.0,-1,2.0,-1,3,-2,1.0,-3,-2.0,1,1,1.0,0.785714285714,38.2132,8.0,4.0,2.0,8.0,4.0,2.0,0.0,0.0,0.714285714286,-1.14285714286,0.428571428571,0.142857142857,-0.428571428571,0.285714285714,1.57142857143,-4.71428571429,1.14285714286,3,1,0,8,-3,-5,1,-1,mixed
77,78,3.0,2.0,8,4,2,8.0,4,-2.0,1,-1,-2,-1.0,1,-2.0,-1,3,-2,-1.0,3,2.0,1,1,0.0,0.333333333333,70.5288,8.0,4.0,2.0,8.0,4.0,2.0,0.0,0.0,0.333333333333,-1.33333333333,0.333333333333,0.666666666667,-0.666666666667,0.666666666667,-1.66666666667,1.66666666667,-0.666666666667,-1,-1,0,-1,4,-1,0,-1,mixed
78,79,21.0,20.0,3,2,1,3.0,2,-1.0,1,-2,1,1.0,-2,-1.0,4,-2,-8,-4.0,2,-8.0,2,1,0.0,0.52380952381,58.4119,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.142857142857,-0.571428571429,-1.28571428571,0.190476190476,-0.0952380952381,-0.380952380952,-1.2380952381,0.619047619048,3.47619047619,-2,-4,0,-1,4,9,-3,-1,mixed
79,80,3.0,2.0,3,2,1,3.0,2,-1.0,1,-2,1,-1.0,2,1.0,4,-2,-8,4.0,-2,8.0,1,1,0.0,0.333333333333,70.5288,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.333333333333,-0.666666666667,0.333333333333,1.66666666667,-3.33333333333,-0.333333333333,4,2,0,1,0,-1,-4,-1,mixed
80,81,21.0,20.0,2,1,1,2.0,1,1.0,2,-3,-1,2.0,-1,-3.0,2,4,-8,-2.0,8,-4.0,2,1,0.0,0.52380952381,58.4119,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,-0.52380952381,0.952380952381,-0.904761904762,-0.190476190476,2.61904761905,-2.2380952381,0.285714285714,-3.42857142857,2.85714285714,-2,-1,-1,-4,-29,-5,-1,-12,mixed
81,82,7.0,8.0,2,1,1,2.0,1,1.0,2,-3,-1,-2.0,1,3.0,2,4,-8,2.0,-8,4.0,1,1,1.0,0.785714285714,38.2132,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.142857142857,1.28571428571,-0.571428571429,0.285714285714,-2.42857142857,1.85714285714,-0.285714285714,3.42857142857,-2.85714285714,2,1,1,8,-5,3,7,-3,mixed
82,83,15.0,4.0,7,5,4,3.0,1,0.0,4,-4,-2,0.0,0,6.0,1,5,-8,3.0,-9,0.0,2,1,0.0,0.666666666667,48.1897,7.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.8,-1.0,0.6,-0.133333333333,0.333333333333,0.0666666666667,0.733333333333,-2.33333333333,0.133333333333,6,2,2,7,0,-1,3,-1,mixed
83,84,3.0,2.0,7,5,4,3.0,1,0.0,4,-4,-2,0.0,0,-6.0,1,5,-8,-3.0,9,0.0,1,1,0.0,0.333333333333,70.5288,7.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.333333333333,-1.33333333333,0.333333333333,0.666666666667,-0.666666666667,0.666666666667,-1.66666666667,1.66666666667,-0.666666666667,-1,-1,0,-1,4,-1,0,-1,mixed
84,85,45.0,21.0,7,5,4,7.0,5,4.0,4,-4,-2,-4.0,4,2.0,1,5,-8,-1.0,-5,8.0,2,2,1.0,0.6,53.1301,7.0,5.0,4.0,7.0,5.0,4.0,1.0,0.0,4.15555555556,-4.88888888889,-0.911111111111,-15.0444444444,18.1111111111,3.68888888889,49.0,-59.0,-12.0,7,5,4,-32,-55,1,-3,-4,tilt
85,86,45.0,22.0,7,5,4,7.0,5,-4.0,4,-4,-2,4.0,-4,2.0,1,5,-8,-1.0,-5,-8.0,2,2,1.0,-0.6,126.87,7.0,5.0,4.0,7.0,5.0,4.0,1.0,0.0,0.288888888889,0.444444444444,-1.31111111111,-0.155555555556,-0.777777777778,3.24444444444,0.288888888889,1.44444444444,-6.31111111111,5,-1,0,4,-5,3,-16,0,tilt
86,87,9.0,6.0,7,5,4,7.0,5,-4.0,4,-4,-2,-4.0,4,-2.0,1,5,-8,1.0,5,8.0,1,1,0.0,0.777777777778,38.9424,7.0,5.0,4.0,7.0,5.0,4.0,0.0,0.0,-0.444444444444,-0.555555555556,1.22222222222,0.0,0.0,2.0,-0.111111111111,0.111111111111,-2.44444444444,-1,-1,0,4,5,-11,3,2,mixed
87,88,15.0,4.0,8,5,1,3.0,1,0.0,2,-4,4,0.0,0,6.0,4,-5,-7,3.0,-9,0.0,2,1,0.0,0.666666666667,48.1897,8.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.2,0.0,1.4,-0.0666666666667,0.333333333333,-0.133333333333,-0.133333333333,-0.333333333333,0.733333333333,6,2,2,19,-5,8,3,-2,mixed
88,89,3.0,2.0,8,5,1,3.0,1,0.0,2,-4,4,0.0,0,-6.0,4,-5,-7,-3.0,9,0.0,1,1,0.0,0.333333333333,70.5288,8.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,-0.333333333333,-0.333333333333,1.33333333333,0.0,0.0,2.0,-0.333333333333,0.666666666667,-3.66666666667,-4,-2,0,-1,-4,1,-2,-3,mixed
89,90,9.0,6.0,8,5,1,7.0,5,4.0,2,-4,4,4.0,-4,-2.0,4,-5,-7,1.0,5,-8.0,1,1,0.0,0.777777777778,38.9424,8.0,5.0,1.0,7.0,5.0,4.0,0.0,0.0,-0.333333333333,-1.33333333333,0.333333333333,0.111111111111,-0.888888888889,0.555555555556,-0.222222222222,0.777777777778,-0.111111111111,-6,-2,-2,-7,-7,-8,-6,-5,mixed
90,91,45.0,23.0,8,5,1,7.0,5,4.0,2,-4,4,-4.0,4,2.0,4,-5,-7,-1.0,-5,8.0,2,1,0.0,0.111111111111,83.6206,8.0,5.0,1.0,7.0,5.0,4.0,0.0,0.0,-0.0888888888889,0.777777777778,-1.17777777778,1.26666666667,-5.33333333333,9.53333333333,-1.77777777778,7.55555555556,-13.5555555556,12,10,4,-53,-20,29,-22,-9,mixed
91,92,5.0,1.0,8,5,1,7.0,5,-4.0,2,-4,4,4.0,-4,2.0,4,-5,-7,-1.0,-5,-8.0,1,0,0.0,0.8,36.8699,8.0,5.0,1.0,7.0,5.0,4.0,0.0,0.0,-0.8,-1.0,-0.6,0.6,0.0,0.2,-1.4,0.0,0.2,0,-2,0,1,0,7,0,1,mixed
92,93,9.0,6.0,8,5,1,7.0,5,-4.0,2,-4,4,-4.0,4,-2.0,4,-5,-7,1.0,5,8.0,1,1,0.0,0.777777777778,38.9424,8.0,5.0,1.0,7.0,5.0,4.0,0.0,0.0,0.777777777778,-0.888888888889,-0.777777777778,-1.44444444444,3.22222222222,2.44444444444,1.77777777778,-3.88888888889,-2.77777777778,10,6,-2,7,-8,-7,1,-3,mixed
93,94,45.0,22.0,8,5,1,8.0,5,1.0,2,-4,4,-2.0,4,-4.0,4,-5,-7,-4.0,5,7.0,2,2,1.0,-0.6,126.87,8.0,5.0,1.0,8.0,5.0,1.0,1.0,0.0,3.17777777778,-4.88888888889,0.0222222222222,3.82222222222,-6.11111111111,-0.0222222222222,-10.0,16.0,0.0,8,5,1,3,5,-4,-10,-1,tilt
94,95,45.0,21.0,8,5,1,8.0,5,-1.0,2,-4,4,2.0,-4,-4.0,4,-5,-7,-4.0,5,-7.0,2,2,1.0,0.6,53.1301,8.0,5.0,1.0,8.0,5.0,1.0,1.0,0.0,-0.2,0.0,-1.4,-0.0888888888889,0.111111111111,-1.84444444444,0.711111111111,-0.888888888889,12.7555555556,-10,-8,0,-1,-55,-32,-2,-51,tilt
95,96,9.0,6.0,8,5,1,8.0,5,-1.0,2,-4,4,-2.0,4,4.0,4,-5,-7,4.0,-5,7.0,1,1,0.0,0.777777777778,38.9424,8.0,5.0,1.0,8.0,5.0,1.0,0.0,0.0,0.888888888889,-0.777777777778,0.777777777778,-1.22222222222,2.44444444444,-1.44444444444,1.44444444444,-2.88888888889,1.88888888889,4,2,0,11,-4,-5,0,-1,mixed
96,97,15.0,4.0,4,4,2,2.0,0,0.0,5,-1,-8,0.0,9,-3.0,-5,7,-4,0.0,3,9.0,2,1,0.0,0.666666666667,48.1897,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.333333333333,-0.866666666667,1.06666666667,0.666666666667,-0.733333333333,1.13333333333,-2.33333333333,2.66666666667,-3.66666666667,-10,-6,2,5,-13,16,1,-6,tilt
97,98,45.0,22.0,4,4,2,4.0,4,2.0,5,-1,-8,1.0,-5,8.0,-5,7,-4,7.0,-5,-4.0,2,2,1.0,-0.6,126.87,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,-0.777777777778,1.15555555556,0.244444444444,-2.11111111111,2.02222222222,0.177777777778,3.66666666667,-3.53333333333,-0.266666666667,4,4,2,-5,-4,3,-9,-13,twist
98,99,45.0,21.0,4,4,2,4.0,4,2.0,5,-1,-8,-1.0,5,-8.0,-5,7,-4,-7.0,5,4.0,2,2,1.0,0.6,53.1301,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,-1.22222222222,0.711111111111,0.0222222222222,2.77777777778,-2.68888888889,-0.177777777778,-3.66666666667,3.53333333333,0.266666666667,-4,-4,-2,5,8,19,-3,-1,twist
99,100,45.0,23.0,4,4,2,4.0,4,2.0,5,-1,-8,7.0,-5,-4.0,-5,7,-4,-1.0,5,-8.0,2,1,0.0,0.111111111111,83.6206,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.444444444444,0.644444444444,-1.17777777778,0.888888888889,1.28888888889,-4.35555555556,-1.0,-1.4,4.8,4,4,2,-20,1,-7,-13,-3,tilt
100,101,5.0,1.0,4,4,2,4.0,4,2.0,5,-1,-8,-7.0,5,4.0,-5,7,-4,1.0,-5,8.0,1,0,0.0,0.8,36.8699,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.2,-1.4,-1.0,-1.0,4.0,1.0,1.4,-4.8,-4,-4,-2,0,7,1,-1,5,mixed
101,102,5.0,1.0,8,6,0,2.0,0,0.0,0,0,2,0.0,2,0.0,6,-8,0,0.0,0,10.0,1,0,0.0,0.8,36.8699,8.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.6,-0.8,1.0,-0.2,0.6,0.0,0.4,-2.2,1.0,6,2,2,7,-1,0,2,-1,tilt
102,103,25.0,10.0,8,6,0,8.0,6,0.0,0,0,2,0.0,0,-2.0,6,-8,0,-6.0,8,0.0,1,0,0.0,0.96,16.2602,8.0,6.0,0.0,8.0,6.0,0.0,1.0,0.0,-0.68,1.24,0.0,3.0,-4.0,-1.0,-0.24,0.32,0.0,8,6,0,7,24,-25,1,7,tilt
103,104,25.0,24.0,8,6,0,2.0,0,0.0,3,-4,5,0.0,7,1.0,3,-4,-5,0.0,-1,7.0,2,1,1.0,-0.92,156.926,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.4,2.2,-1.0,2.0,-8.0,4.0,-4.36,17.48,-8.8,12,4,2,43,26,-35,4,3,mixed
104,105,25.0,24.0,8,6,0,8.0,6,0.0,3,-4,5,3.0,-4,-5.0,3,-4,-5,-3.0,4,-5.0,2,1,1.0,-0.92,156.926,8.0,6.0,0.0,8.0,6.0,0.0,0.0,0.0,-0.16,-0.12,-1.4,0.12,-0.16,-0.2,0.0,0.0,2.0,-8,-6,0,-1,-32,-15,-2,-29,mixed
105,106,25.0,24.0,7,1,0,5.0,4,3.0,1,-7,0,5.0,-4,-3.0,0,0,-10,0.0,6,-8.0,2,1,1.0,-0.92,156.926,7.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,-1.28,-0.04,0.6,0.28,-0.96,-0.6,-0.44,1.08,0.8,-6,2,-6,-29,3,-20,-27,4,mixed
106,107,25.0,24.0,7,1,0,5.0,4,3.0,1,-7,0,-5.0,4,3.0,0,0,-10,0.0,-6,8.0,2,1,1.0,-0.92,156.926,7.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,1.16,-2.12,0.4,-0.4,0.8,0.0,1.84,-3.88,0.6,6,3,1,27,11,-20,2,1,mixed
107,108,5.0,1.0,5,4,3,1.0,1,0.0,5,-4,-3,5.0,-5,0.0,0,6,-8,0.0,0,-10.0,1,0,0.0,0.8,36.8699,5.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8,0.6,0.0,0.6,0.2,0.0,-1.4,0.2,2,0,0,5,-3,4,3,-2,mixed
108,109,25.0,24.0,5,4,3,5.0,4,3.0,5,-4,-3,-5.0,4,3.0,0,6,-8,0.0,-6,8.0,2,1,1.0,-0.92,156.926,5.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,-0.8,1.16,0.12,0.6,-0.72,-0.04,-8.0,10.0,0.0,5,4,3,-15,-32,1,-2,-3,tilt
109,110,25.0,10.0,5,4,3,5.0,4,-3.0,5,-4,-3,5.0,-4,3.0,0,6,-8,0.0,-6,-8.0,1,0,0.0,0.96,16.2602,5.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,1.0,0.28,0.96,0.0,0.32,0.24,0.0,-1.24,-0.68,2,0,0,25,-24,7,8,-7,mixed
110,111,25.0,24.0,5,4,3,5.0,4,-3.0,5,-4,-3,-5.0,4,-3.0,0,6,-8,0.0,6,8.0,2,1,1.0,-0.92,156.926,5.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,-0.8,0.44,1.08,-2.2,1.76,3.32,6.4,-5.12,-9.84,-8,-10,0,-15,32,-1,-14,27,mixed
111,112,53.0,25.0,9,5,0,9.0,5,0.0,0,0,2,0.0,0,-2.0,5,-9,0,-5.0,9,0.0,1,0,0.0,0.849056603774,31.8908,9.0,5.0,0.0,9.0,5.0,0.0,1.0,0.0,1.16981132075,-1.90566037736,-1.0,-6.41509433962,11.5471698113,6.0,15.0,-27.0,-14.0,9,5,0,28,45,-53,26,38,tilt
112,113,53.0,25.0,2,0,0,2.0,0,0.0,0,9,5,0.0,9,-5.0,0,-5,9,0.0,5,9.0,1,0,0.0,0.849056603774,31.8908,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.528301886792,0.849056603774,0.0,0.77358490566,0.207547169811,0.0,-1.37735849057,-0.320754716981,2,0,0,53,-45,28,31,-26,twist
113,114,27.0,26.0,10,2,2,10.0,2,2.0,0,1,-1,0.0,-1,1.0,-2,5,5,2.0,-5,-5.0,1,1,0.0,0.851851851852,31.5863,10.0,2.0,2.0,10.0,2.0,2.0,1.0,0.0,0.740740740741,-0.851851851852,-0.851851851852,-0.925925925926,1.81481481481,2.81481481481,1.0,-2.0,-3.0,10,2,2,46,47,-7,9,11,tilt
114,115,9.0,6.0,10,2,2,2.0,2,2.0,0,1,-1,1.0,-1,0.0,-2,5,5,3.0,3,-6.0,1,1,0.0,0.777777777778,38.9424,10.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,-1.0,0.333333333333,-1.33333333333,1.66666666667,-0.888888888889,4.22222222222,-5.77777777778,3,2,1,11,-5,4,4,-3,tilt
115,116,3.0,2.0,10,2,2,2.0,2,2.0,0,1,-1,-1.0,1,0.0,-2,5,5,-3.0,-3,6.0,1,1,0.0,0.333333333333,70.5288,10.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,-1.33333333333,0.333333333333,0.333333333333,-0.333333333333,-0.666666666667,0.333333333333,-0.333333333333,1.33333333333,0.333333333333,-1,0,-1,-1,-1,0,-4,1,tilt
116,117,27.0,26.0,5,5,2,5.0,5,2.0,1,-1,0,-1.0,1,0.0,2,2,-10,-2.0,-2,10.0,1,1,0.0,0.851851851852,31.5863,5.0,5.0,2.0,5.0,5.0,2.0,1.0,0.0,2.18518518519,-0.814814814815,-2.92592592593,-2.81481481481,1.18518518519,4.07407407407,7.0,-3.0,-10.0,5,5,2,-8,-35,13,-5,-19,tilt
117,118,9.0,6.0,5,5,2,2.0,1,1.0,1,-1,0,0.0,1,-1.0,2,2,-10,-6.0,6,6.0,1,1,0.0,0.777777777778,38.9424,5.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.444444444444,-0.555555555556,-1.22222222222,0.555555555556,-0.444444444444,-0.777777777778,-3.55555555556,2.44444444444,5.77777777778,-3,-2,-1,-7,-7,8,-6,-5,tilt
118,119,3.0,2.0,5,5,2,2.0,1,1.0,1,-1,0,0.0,-1,1.0,2,2,-10,6.0,-6,-6.0,1,1,0.0,0.333333333333,70.5288,5.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.333333333333,1.33333333333,0.333333333333,-0.333333333333,0.666666666667,-0.333333333333,0.0,-1.0,1.0,2,2,2,-4,-1,-1,-1,0,tilt
119,120,27.0,27.0,10,2,2,10.0,2,2.0,1,-4,-1,1.0,-1,-4.0,1,2,-7,-1.0,7,-2.0,2,1,0.0,0.814814814815,35.4309,10.0,2.0,2.0,10.0,2.0,2.0,0.0,0.0,-0.185185185185,-1.37037037037,0.296296296296,0.259259259259,-1.48148148148,0.185185185185,-0.666666666667,3.66666666667,-0.333333333333,-10,-2,-2,-43,-5,-50,-6,-1,mixed
120,121,9.0,6.0,10,2,2,10.0,2,2.0,1,-4,-1,-1.0,1,4.0,1,2,-7,1.0,-7,2.0,1,1,0.0,0.777777777778,38.9424,10.0,2.0,2.0,10.0,2.0,2.0,0.0,0.0,0.555555555556,-1.22222222222,0.444444444444,-0.111111111111,0.444444444444,0.111111111111,0.666666666667,-3.66666666667,0.333333333333,10,2,2,19,5,-10,-1,0,mixed
121,122,27.0,27.0,7,2,1,5.0,5,2.0,1,-4,1,3.0,-3,0.0,2,-2,-10,2.0,2,-10.0,2,1,0.0,0.814814814815,35.4309,7.0,2.0,1.0,5.0,5.0,2.0,0.0,0.0,-1.37037037037,-0.296296296296,0.185185185185,0.962962962963,1.37037037037,-0.481481481481,-1.03703703704,-1.62962962963,0.518518518519,-2,0,-4,25,-7,28,17,-6,mixed
122,123,9.0,6.0,7,2,1,5.0,5,2.0,1,-4,1,-3.0,3,0.0,2,-2,-10,-2.0,-2,10.0,1,1,0.0,0.777777777778,38.9424,7.0,2.0,1.0,5.0,5.0,2.0,0.0,0.0,-0.333333333333,1.33333333333,-0.333333333333,0.777777777778,-1.44444444444,0.444444444444,-2.55555555556,4.88888888889,-1.88888888889,10,6,2,8,7,-7,5,5,mixed
123,124,27.0,27.0,7,2,1,7.0,2,1.0,1,-4,1,-1.0,4,-1.0,2,-2,-10,-2.0,2,10.0,2,1,0.0,0.814814814815,35.4309,7.0,2.0,1.0,7.0,2.0,1.0,0.0,0.0,1.25925925926,-2.92592592593,-1.96296296296,-3.96296296296,10.2962962963,7.14814814815,10.0,-26.0,-18.0,7,2,1,-8,-37,-5,-4,-12,tilt
124,125,27.0,26.0,7,2,1,7.0,2,-1.0,1,-4,1,1.0,-4,-1.0,2,-2,-10,-2.0,2,-10.0,1,1,0.0,0.851851851852,31.5863,7.0,2.0,1.0,7.0,2.0,1.0,0.0,0.0,0.296296296296,-1.2962962963,-0.481481481481,0.444444444444,-0.444444444444,-0.222222222222,-1.59259259259,1.59259259259,0.962962962963,-1,-1,0,-8,35,13,-5,19,mixed
125,126,9.0,6.0,7,2,1,7.0,2,-1.0,1,-4,1,-1.0,4,1.0,2,-2,-10,2.0,-2,10.0,1,1,0.0,0.777777777778,38.9424,7.0,2.0,1.0,7.0,2.0,1.0,0.0,0.0,0.555555555556,-1.22222222222,-0.444444444444,-0.666666666667,2.66666666667,1.33333333333,1.44444444444,-5.77777777778,-2.55555555556,8,2,0,1,0,-1,-28,-5,mixed
126,127,3.0,2.0,7,2,1,2.0,1,1.0,1,-4,1,0.0,3,-3.0,2,-2,-10,-6.0,6,6.0,1,1,0.0,0.333333333333,70.5288,7.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,-0.333333333333,0.333333333333,0.666666666667,0.666666666667,0.333333333333,-2.33333333333,-6,-2,-2,-1,-1,0,-4,1,mixed
127,128,9.0,6.0,7,2,1,2.0,1,1.0,1,-4,1,0.0,-3,3.0,2,-2,-10,6.0,-6,-6.0,1,1,0.0,0.777777777778,38.9424,7.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.555555555556,0.444444444444,1.22222222222,-0.111111111111,0.111111111111,-0.444444444444,0.111111111111,-0.111111111111,2.44444444444,1,1,0,5,4,11,3,1,mixed
128,129,27.0,26.0,4,1,1,4.0,1,1.0,2,-7,-1,2.0,-1,-7.0,2,2,-10,-2.0,10,-2.0,1,1,0.0,0.851851851852,31.5863,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,-0.259259259259,1.74074074074,-1.7037037037,0.0740740740741,-0.925925925926,0.62962962963,0.0,-1.0,1.0,-4,-1,-1,-23,-23,-20,-3,-2,mixed
129,130,27.0,27.0,4,1,1,4.0,1,1.0,2,-7,-1,-2.0,1,7.0,2,2,-10,2.0,-10,2.0,2,1,0.0,0.814814814815,35.4309,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.185185185185,1.85185185185,-1.59259259259,0.0740740740741,-2.25925925926,1.96296296296,0.0,1.0,-1.0,4,1,1,37,-8,-5,21,-5,mixed
130,131,27.0,27.0,4,1,1,1.0,1,0.0,2,-7,-1,5.0,-5,-2.0,2,2,-10,-2.0,2,-10.0,2,1,0.0,0.814814814815,35.4309,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.33333333333,-0.333333333333,-0.333333333333,1.37037037037,-0.962962962963,0.481481481481,-1.62962962963,1.03703703704,-0.518518518519,0,-2,-4,-7,-25,-28,-6,-19,mixed
131,132,27.0,26.0,1,1,0,1.0,1,0.0,5,-5,2,5.0,-5,-2.0,2,-2,-10,-2.0,2,-10.0,1,1,0.0,0.851851851852,31.5863,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.296296296296,-1.2962962963,-0.481481481481,0.444444444444,-0.444444444444,-0.222222222222,-1.59259259259,1.59259259259,0.962962962963,-1,-1,0,-8,35,13,-5,19,twist
132,133,55.0,28.0,10,3,1,10.0,3,1.0,0,1,-3,0.0,-1,3.0,-2,6,2,2.0,-6,-2.0,3,1,0.0,0.818181818182,35.0968,10.0,3.0,1.0,10.0,3.0,1.0,1.0,0.0,1.18181818182,-2.94545454545,-1.98181818182,-9.09090909091,24.6727272727,16.8909090909,14.0,-38.0,-26.0,10,3,1,-15,-76,-7,-3,-8,tilt
133,134,11.0,9.0,10,3,1,10.0,3,-1.0,0,1,-3,0.0,1,3.0,-2,6,2,2.0,-6,2.0,1,1,0.0,0.636363636364,50.4788,10.0,3.0,1.0,10.0,3.0,1.0,0.0,0.0,-0.363636363636,0.0909090909091,1.36363636364,-0.0909090909091,0.272727272727,3.09090909091,0.0909090909091,-0.272727272727,-5.09090909091,-3,-1,0,-7,-12,7,-2,-1,mixed
134,135,5.0,1.0,10,3,1,10.0,3,-1.0,0,1,-3,0.0,-1,-3.0,-2,6,2,-2.0,6,-2.0,1,0,0.0,0.8,36.8699,10.0,3.0,1.0,10.0,3.0,1.0,0.0,0.0,1.0,0.8,0.6,0.0,0.6,0.2,0.0,-1.4,0.2,2,0,0,5,-3,4,3,-2,mixed
135,136,55.0,28.0,6,2,2,6.0,2,2.0,1,-3,0,1.0,0,-3.0,3,1,-10,-3.0,10,-1.0,3,1,0.0,0.818181818182,35.0968,6.0,2.0,2.0,6.0,2.0,2.0,1.0,0.0,-0.490909090909,-1.16363636364,0.636363636364,0.163636363636,-0.945454545455,0.454545454545,-0.4,2.2,-1.0,-6,-2,-2,-43,-51,-40,-35,-40,tilt
136,137,5.0,1.0,6,2,2,6.0,2,2.0,1,-3,0,-1.0,0,3.0,3,1,-10,3.0,-10,1.0,1,0,0.0,0.8,36.8699,6.0,2.0,2.0,6.0,2.0,2.0,0.0,0.0,0.6,-0.8,1.0,-0.2,0.6,0.0,0.4,-2.2,1.0,6,2,2,7,-1,0,2,-1,mixed
137,138,55.0,28.0,3,1,0,3.0,1,0.0,2,-6,2,2.0,-6,-2.0,1,-3,-10,-1.0,3,-10.0,3,1,0.0,0.818181818182,35.0968,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.127272727273,-1.38181818182,-0.272727272727,0.218181818182,-0.654545454545,-0.181818181818,-1.54545454545,4.63636363636,1.45454545455,-3,-1,0,-4,-3,-5,-13,-11,twist
